code_wilaya,nom_wilaya,code_commune,nom_commune,nom_commune_ar,daira,daira_ar
13,Tlemcen,1345,Tianet,تيانت,Ghazaouet,الغزوات
13,Tlemcen,1352,Beni Smiel,بني صميل,Ouled Mimoun,أولاد ميمون
13,Tlemcen,1311,Oued Lakhdar,وادي الخضر,Ouled Mimoun,أولاد ميمون
13,Tlemcen,1313,Ouled Mimoun,أولاد ميمون,Ouled Mimoun,أولاد ميمون
13,Tlemcen,1309,Djebala,جبالة,Nedroma,ندرومة
14,Tiaret,1415,Mahdia,مهدية,Mahdia,مهدية
14,Tiaret,1405,Ain Dzarit,عين دزاريت,Mahdia,مهدية
14,Tiaret,1425,Sebaine,السبعين,Mahdia,مهدية
14,Tiaret,1441,Faidja,الفايجة,Sougueur,السوقر
14,Tiaret,1417,Si Abdelghani,سي عبد الغني,Sougueur,السوقر
14,Tiaret,1416,Sougueur,السوقر,Sougueur,السوقر
14,Tiaret,1426,Tousnina,توسنينة,Sougueur,السوقر
14,Tiaret,1421,Meghila,مغيلة,Meghila,مغيلة
14,Tiaret,1411,Sebt,السبت,Meghila,مغيلة
14,Tiaret,1423,Sidi Hosni,سيدي حسني,Meghila,مغيلة
14,Tiaret,1418,Ain El Hadid,عين الحديد,Frenda,فرندة
14,Tiaret,1427,Frenda,فرندة,Frenda,فرندة
14,Tiaret,1437,Takhemaret,تخمرت,Frenda,فرندة
14,Tiaret,1428,Ain Kermes,عين كرمس,Ain Kermes,عين كرمس
14,Tiaret,1419,Djebilet Rosfa,جبيلات الرصفاء,Ain Kermes,عين كرمس
14,Tiaret,1410,Madna,مادنة,Ain Kermes,عين كرمس
14,Tiaret,1408,Medrissa,مدريسة,Ain Kermes,عين كرمس
14,Tiaret,1438,Sidi Abderrahmane,سيدي عبد الرحمن,Ain Kermes,عين كرمس
14,Tiaret,1422,Guertoufa,قرطوفة,Rahouia,رحوية
14,Tiaret,1433,Oued Lilli,وادي ليلي,Oued Lili,وادي ليلي
14,Tiaret,1404,Sidi Ali Mellal,سيدي علي ملال,Oued Lili,وادي ليلي
14,Tiaret,1424,Djillali Ben Amar,جيلالي بن عمار,Mechraa Sfa,مشرع الصفا
14,Tiaret,1434,Mechraa Safa,مشرع الصفا,Mechraa Sfa,مشرع الصفا
14,Tiaret,1432,Tagdempt,تاقدمت,Mechraa Sfa,مشرع الصفا
14,Tiaret,1442,Tidda,تيدة,Oued Lili,وادي ليلي
14,Tiaret,1431,Nadorah,الناظورة,Mahdia,مهدية
14,Tiaret,1401,Tiaret,تيارت,Tiaret,تيارت
14,Tiaret,1402,Medroussa,مدروسة,Medroussa,مدروسة
14,Tiaret,1412,Mellakou,ملاكو,Medroussa,مدروسة
14,Tiaret,1407,Sidi Bakhti,سيدي بختي,Medroussa,مدروسة
14,Tiaret,1406,Ain Deheb,عين الذهب,Ain Deheb,عين الذهب
14,Tiaret,1436,Chehaima,شحيمة,Ain Deheb,عين الذهب
14,Tiaret,1420,Naima,النعيمة,Ain Deheb,عين الذهب
14,Tiaret,1403,Ain Bouchekif,عين بوشقيف,Dahmouni,دحموني
14,Tiaret,1413,Dahmouni,دحموني,Dahmouni,دحموني
14,Tiaret,1414,Rahouia,الرحوية,Rahouia,رحوية
15,Tizi Ouzou,1562,Mizrana,ميزرانـــة,Tigzirt,تيقزيرت
15,Tizi Ouzou,1549,Idjeur,إيجــار,Bouzeguene,بوزقن
15,Tizi Ouzou,1532,Beni-Douala,بني دوالة,Beni Douala,بني دوالة
15,Tizi Ouzou,1546,Beni-Zikki,بني زيكــي,Bouzeguene,بوزقن
15,Tizi Ouzou,1519,Illoula Oumalou,إيلولة أومـــالو,Bouzeguene,بوزقن
15,Tizi Ouzou,1561,Agouni-Gueghrane,أقني قغران,Ouadhias,واضية
15,Tizi Ouzou,1565,Ait Bouaddou,أيت بــوادو,Ouadhias,واضية
15,Tizi Ouzou,1536,Ouadhias,واضية,Ouadhias,واضية
15,Tizi Ouzou,1551,Tizi N'tleta,تيزي نثلاثة,Ouadhias,واضية
15,Tizi Ouzou,1553,Aghribs,أغريب,Azeffoun,أزفون
15,Tizi Ouzou,1513,Ait-Chafaa,أيت شافع,Azeffoun,أزفون
15,Tizi Ouzou,1544,Akerrou,أقرو,Azeffoun,أزفون
15,Tizi Ouzou,1537,Azeffoun,أزفون,Azeffoun,أزفون
15,Tizi Ouzou,1554,Iflissen,إفليـــسن,Tigzirt,تيقزيرت
15,Tizi Ouzou,1538,Tigzirt,تيقـزيرت,Tigzirt,تيقزيرت
15,Tizi Ouzou,1566,Assi-Youcef,أسي يوسف,Boghni,بوغني
15,Tizi Ouzou,1540,Boghni,بوغني,Boghni,بوغني
15,Tizi Ouzou,1512,Bounouh,بونوح,Boghni,بوغني
15,Tizi Ouzou,1506,Mechtras,مشطراس,Boghni,بوغني
15,Tizi Ouzou,1547,Draa-Ben-Khedda,ذراع بن خدة,Draa Ben Khedda,ذراع بن خدة
15,Tizi Ouzou,1559,Sidi Namane,سيدي نعمان,Draa Ben Khedda,ذراع بن خدة
15,Tizi Ouzou,1564,Tadmait,تادمايت,Draa Ben Khedda,ذراع بن خدة
15,Tizi Ouzou,1543,Tirmitine,تيرمتين,Draa Ben Khedda,ذراع بن خدة
15,Tizi Ouzou,1530,Ait Boumahdi,أيت بومهدي,Ouacif,واسيف
15,Tizi Ouzou,1567,Ait-Toudert,أيت تودرت,Ouacif,واسيف
15,Tizi Ouzou,1515,Beni-Aissi,بني عيسي,Beni Douala,بني دوالة
15,Tizi Ouzou,1548,Ouacif,واسيف,Ouacif,واسيف
15,Tizi Ouzou,1558,Ait Khellili,أيت خليلي,Mekla,مقلع
15,Tizi Ouzou,1550,Mekla,مقــلع,Mekla,مقلع
15,Tizi Ouzou,1505,Souama,صوامـــع,Mekla,مقلع
15,Tizi Ouzou,1552,Beni-Yenni,بني يني,Benni Yenni,بني يني
15,Tizi Ouzou,1560,Iboudrarene,إبودرارن,Benni Yenni,بني يني
15,Tizi Ouzou,1501,Tizi-Ouzou,تيزي وزو,Tizi Ouzou,تيزي وزو
15,Tizi Ouzou,1531,Abi-Youcef,أبي يوسف,Ain El Hammam,عين الحمام
15,Tizi Ouzou,1502,Ain-El-Hammam,عين الحمام,Ain El Hammam,عين الحمام
15,Tizi Ouzou,1527,Ait-Yahia,أيت يحيى,Ain El Hammam,عين الحمام
15,Tizi Ouzou,1503,Akbil,اقبيل,Ain El Hammam,عين الحمام
15,Tizi Ouzou,1555,Boudjima,بوجيمة,Makouda,ماكودة
15,Tizi Ouzou,1509,Makouda,ماكودة,Makouda,ماكودة
15,Tizi Ouzou,1525,Ain-Zaouia,عين الزاوية,Draa El Mizan,ذراع الميزان
15,Tizi Ouzou,1556,Ait Yahia Moussa,أيت يحي موسى,Draa El Mizan,ذراع الميزان
15,Tizi Ouzou,1510,Draa-El-Mizan,ذراع الميزان,Draa El Mizan,ذراع الميزان
15,Tizi Ouzou,1514,Frikat,فريقات,Draa El Mizan,ذراع الميزان
15,Tizi Ouzou,1526,M'kira,مكيرة,Tizi-Ghenif,تيزي غنيف
15,Tizi Ouzou,1511,Tizi-Gheniff,تيزي غنيف,Tizi-Ghenif,تيزي غنيف
15,Tizi Ouzou,1545,Yatafene,يطــافن,Benni Yenni,بني يني
15,Tizi Ouzou,1533,Illilten,إيلـيــلتـن,Iferhounene,إفرحونان
15,Tizi Ouzou,1563,Imsouhal,إمســوحال,Iferhounene,إفرحونان
15,Tizi Ouzou,1518,Azazga,عزازقة,Azazga,عزازقة
15,Tizi Ouzou,1504,Freha,فريحة,Azazga,عزازقة
15,Tizi Ouzou,1541,Ifigha,إيفيغاء,Azazga,عزازقة
15,Tizi Ouzou,1520,Yakourene,إعــكورن,Azazga,عزازقة
15,Tizi Ouzou,1523,Zekri,زكري,Azazga,عزازقة
15,Tizi Ouzou,1535,Ait Aggouacha,أيت عقـواشة,Larbaa Nath Iraten,الأربعاء ناث إيراثن
15,Tizi Ouzou,1507,Irdjen,إيرجـــن,Larbaa Nath Iraten,الأربعاء ناث إيراثن
15,Tizi Ouzou,1521,Larbaa Nath Irathen,الأربعــاء ناث إيراثن,Larbaa Nath Iraten,الأربعاء ناث إيراثن
15,Tizi Ouzou,1542,Ait-Oumalou,أيت أومالو,Tizi Rached,تيزي راشد
15,Tizi Ouzou,1522,Tizi-Rached,تيزي راشد,Tizi Rached,تيزي راشد
15,Tizi Ouzou,1539,Ait-Aissa-Mimoun,أيت عيسى ميمون,Ouaguenoun,واقنون
15,Tizi Ouzou,1524,Ouaguenoun,واقنون,Ouaguenoun,واقنون
15,Tizi Ouzou,1508,Timizart,تيمـيزار,Ouaguenoun,واقنون
15,Tizi Ouzou,1529,Maatkas,معـــاتقة,Maatkas,معاتقة
15,Tizi Ouzou,1557,Souk-El-Tenine,سوق الإثنين,Maatkas,معاتقة
15,Tizi Ouzou,1528,Ait-Mahmoud,أيت محمود,Beni Douala,بني دوالة
15,Tizi Ouzou,1516,Beni Zmenzer,بنــــي زمنزار,Beni Douala,بني دوالة
15,Tizi Ouzou,1517,Iferhounene,إفــرحــونان,Iferhounene,إفرحونان
15,Tizi Ouzou,1534,Bouzeguene,بوزقــن,Bouzeguene,بوزقن
16,Alger,1617,Hussein Dey,حسين داي,Hussein Dey,حسين داي
16,Alger,1633,Les Eucalyptus,الكاليتوس,Baraki,براقي
16,Alger,1637,Sidi Moussa,سيدي موسى,Baraki,براقي
16,Alger,1618,Kouba,القبة,Hussein Dey,حسين داي
16,Alger,1604,Mohamed Belouzdad,محمد بلوزداد,Hussein Dey,حسين داي
16,Alger,1641,Ain Taya,عين طاية,Dar El Beida,الدار البيضاء
16,Alger,1621,Bab Ezzouar,باب الزوار,Dar El Beida,الدار البيضاء
16,Alger,1630,Bordj El Kiffan,برج الكيفان,Dar El Beida,الدار البيضاء
16,Alger,1620,Dar El Beida,الدار البيضاء,Dar El Beida,الدار البيضاء
16,Alger,1643,El Marsa,المرسى,Dar El Beida,الدار البيضاء
16,Alger,1629,Mohammadia,المحمدية,Dar El Beida,الدار البيضاء
16,Alger,1636,Bir Touta,بئر توتة,Birtouta,بئر توتة
16,Alger,1635,Ouled Chebel,اولاد شبل,Birtouta,بئر توتة
16,Alger,1634,Tessala El Merdja,تسالة المرجة,Birtouta,بئر توتة
16,Alger,1639,Herraoua,هراوة,Rouiba,الرويبة
16,Alger,1640,Reghaia,رغاية,Rouiba,الرويبة
16,Alger,1638,Rouiba,الرويبة,Rouiba,الرويبة
16,Alger,1646,Maalma,المعالمة,Zeralda,زرالدة
16,Alger,1650,Rahmania,الرحمانية,Zeralda,زرالدة
16,Alger,1655,Souidania,سويدانية,Zeralda,زرالدة
16,Alger,1653,Staoueli,سطاوالي,Zeralda,زرالدة
16,Alger,1644,Zeralda,زرالدة,Zeralda,زرالدة
16,Alger,1647,Baba Hassen,بابا حسن,Draria,الدرارية
16,Alger,1648,Douira,الدويرة,Draria,الدرارية
16,Alger,1649,Draria,الدرارية,Draria,الدرارية
16,Alger,1654,El Achour,العاشور,Draria,الدرارية
16,Alger,1656,Khraissia,الخرايسية,Draria,الدرارية
16,Alger,1657,Ain Benian,عين بنيان,Cheraga,الشراقة
16,Alger,1652,Cheraga,الشراقة,Cheraga,الشراقة
16,Alger,1623,Dely Ibrahim,دالي ابراهيم,Cheraga,الشراقة
16,Alger,1624,Hammamet,الحمامات,Cheraga,الشراقة
16,Alger,1651,Ouled Fayet,اولاد فايت,Cheraga,الشراقة
16,Alger,1601,Alger Centre,الجزائر الوسطى,Sidi M'hamed,سيدي امحمد
16,Alger,1603,El Madania,المدنية,Sidi M'hamed,سيدي امحمد
16,Alger,1627,El Mouradia,المرادية,Sidi M'hamed,سيدي امحمد
16,Alger,1602,Sidi M'hamed,سيدي امحمد,Sidi M'hamed,سيدي امحمد
16,Alger,1645,Sehaoula,السحاولة,Bir Mourad Rais,بئر مراد رايس
16,Alger,1606,Bologhine Ibnou Ziri,بولوغين بن زيري,Bab El Oued,باب الوادي
16,Alger,1607,Casbah,القصبة,Bab El Oued,باب الوادي
16,Alger,1608,Oued Koriche,وادي قريش,Bab El Oued,باب الوادي
16,Alger,1625,Rais Hamidou,الرايس حميدو,Bab El Oued,باب الوادي
16,Alger,1609,Bir Mourad Rais,بئر مراد رايس,Bir Mourad Rais,بئر مراد رايس
16,Alger,1612,Birkhadem,بئر خادم,Bir Mourad Rais,بئر مراد رايس
16,Alger,1626,Djasr Kasentina,جسر قسنطينة,Bir Mourad Rais,بئر مراد رايس
16,Alger,1628,Hydra,حيدرة,Bir Mourad Rais,بئر مراد رايس
16,Alger,1631,El Magharia,المغارية,Hussein Dey,حسين داي
16,Alger,1622,Ben Aknoun,ابن عكنون,Bouzareah,بوزريعة
16,Alger,1632,Beni Messous,بني مسوس,Bouzareah,بوزريعة
16,Alger,1611,Bouzareah,بوزريعة,Bouzareah,بوزريعة
16,Alger,1610,El Biar,الابيار,Bouzareah,بوزريعة
16,Alger,1619,Bachedjerah,باش جراح,El Harrach,الحراش
16,Alger,1616,Bourouba,بوروبة,El Harrach,الحراش
16,Alger,1613,El Harrach,الحراش,El Harrach,الحراش
16,Alger,1615,Oued Smar,وادي السمار,El Harrach,الحراش
16,Alger,1614,Baraki,براقي,Baraki,براقي
16,Alger,1642,Bordj El Bahri,برج البحري,Dar El Beida,الدار البيضاء
16,Alger,1605,Bab El Oued,باب الوادي,Bab El Oued,باب الوادي
17,Djelfa,1716,Hassi El Euch,حاسي العش,Hassi Bahbah,حاسي بحبح
17,Djelfa,1730,Ain El Ibel,عين الإبل,Ain El Ibel,عين الإبل
17,Djelfa,1703,El Guedid,القديد,Charef,الشارف
17,Djelfa,1726,Charef,الشارف,Charef,الشارف
17,Djelfa,1727,Benyagoub,بن يعقوب,Charef,الشارف
17,Djelfa,1712,Sidi Baizid,سيدي بايزيد,Dar Chioukh,دار الشيوخ
17,Djelfa,1713,M'liliha,مليليحة,Dar Chioukh,دار الشيوخ
17,Djelfa,1725,Dar Chioukh,دار الشيوخ,Dar Chioukh,دار الشيوخ
17,Djelfa,1736,Taadmit,تعظميت,Ain El Ibel,عين الإبل
17,Djelfa,1710,Zaccar,زكار,Ain El Ibel,عين الإبل
17,Djelfa,1715,Douis,دويس,El Idrissia,الادريسية
17,Djelfa,1714,El Idrissia,الادريسية,El Idrissia,الادريسية
17,Djelfa,1723,Ain Chouhada,عين الشهداء,El Idrissia,الادريسية
17,Djelfa,1701,Djelfa,الجلفة,Djelfa,الجلفة
17,Djelfa,1728,Zaafrane,زعفران,Hassi Bahbah,حاسي بحبح
17,Djelfa,1705,Ain Maabed,عين معبد,Hassi Bahbah,حاسي بحبح
17,Djelfa,1704,Hassi Bahbah,حاسي بحبح,Hassi Bahbah,حاسي بحبح
17,Djelfa,1702,Moudjebara,مجبارة,Ain El Ibel,عين الإبل
18,Jijel,1801,Jijel,جيجل,Jijel,جيجل
18,Jijel,1803,El Aouana,العوانة,El Aouana,العوانة
18,Jijel,1818,Selma Benziada,سلمى بن زيادة,El Aouana,العوانة
18,Jijel,1802,Erraguene Souissi,أراقن سويسي,Ziamah Mansouriah,زيامة منصورية
18,Jijel,1819,Boussif Ouled Askeur,بوسيف أولاد عسكر,Taher,الطاهير
18,Jijel,1804,Ziama Mansouriah,زيامة منصورية,Ziamah Mansouriah,زيامة منصورية
18,Jijel,1808,Chahna,الشحنة,Taher,الطاهير
18,Jijel,1806,Emir Abdelkader,الامير عبد القادر,Taher,الطاهير
18,Jijel,1828,Oudjana,وجانة,Taher,الطاهير
18,Jijel,1805,Taher,الطاهير,Taher,الطاهير
18,Jijel,1807,Chekfa,الشقفة,Chekfa,الشقفة
18,Jijel,1820,El Kennar Nouchfi,القنار نشفي,Chekfa,الشقفة
18,Jijel,1813,Sidi Abdelaziz,سيدي عبد العزيز,Chekfa,الشقفة
18,Jijel,1809,El Milia,الميلية,El Milia,الميلية
18,Jijel,1821,Ouled Yahia Khadrouch,أولاد يحيى خدروش,El Milia,الميلية
18,Jijel,1827,Ouled Rabah,أولاد رابح,Sidi Marouf,سيدي معروف
18,Jijel,1810,Sidi Marouf,سيدي معروف,Sidi Marouf,سيدي معروف
18,Jijel,1815,Ghebala,غبالة,Settara,السطارة
18,Jijel,1811,Settara,السطارة,Settara,السطارة
18,Jijel,1816,Bouraoui Belhadef,بوراوي بلهادف,El Ancer,العنصر
18,Jijel,1812,El Ancer,العنصر,El Ancer,العنصر
18,Jijel,1823,Khiri Oued Adjoul,خيري واد عجول,El Ancer,العنصر
18,Jijel,1817,Djimla,جيملة,Djimla,جيملة
18,Jijel,1814,Kaous,قاوس,Texenna,تاكسنة
18,Jijel,1824,Texenna,تاكسنة,Texenna,تاكسنة
18,Jijel,1826,Bordj T'har,برج الطهر,Chekfa,الشقفة
18,Jijel,1822,Boudria Beniyadjis,بودريعة بني ياجيس,Djimla,جيملة
18,Jijel,1825,Djemaa Beni Habibi,الجمعة بني حبيبي,El Ancer,العنصر
19,Sétif,1923,Rosfa,الرصفة,Salah Bey,صالح باي
19,Sétif,1957,Oued El Bared,واد البارد,Amoucha,عموشة
19,Sétif,1938,Tizi N'bechar,تيزي نبشار,Amoucha,عموشة
19,Sétif,1933,Mezloug,مزلوق,Ain Arnat,عين أرنات
19,Sétif,1948,Guellal,قلال,Ain Oulmene,عين ولمان
19,Sétif,1952,Kasr El Abtal,قصر الابطال,Ain Oulmene,عين ولمان
19,Sétif,1904,Ouled Si Ahmed,أولاد سي أحمد,Ain Oulmene,عين ولمان
19,Sétif,1951,Ait Naoual Mezada,أيت نوال مزادة,Bouandas,بوعنداس
19,Sétif,1954,Ait-Tizi,ايت تيزي,Bouandas,بوعنداس
19,Sétif,1930,Bouandas,بوعنداس,Bouandas,بوعنداس
19,Sétif,1919,Bousselam,بوسلام,Bouandas,بوعنداس
19,Sétif,1932,Hamam Soukhna,حمام السخنة,Hammam Sokhna,حمام السخنة
19,Sétif,1958,Taya,الطاية,Hammam Sokhna,حمام السخنة
19,Sétif,1960,Tella,التلة,Hammam Sokhna,حمام السخنة
19,Sétif,1928,Ain Oulmene,عين ولمان,Ain Oulmene,عين ولمان
19,Sétif,1905,Boutaleb,بوطالب,Salah Bey,صالح باي
19,Sétif,1911,Hamma,الحامة,Salah Bey,صالح باي
19,Sétif,1910,Ouled Tebben,أولاد تبان,Salah Bey,صالح باي
19,Sétif,1927,Amoucha,عموشة,Amoucha,عموشة
19,Sétif,1939,Salah Bey,صالح باي,Salah Bey,صالح باي
19,Sétif,1940,Ain Azel,عين أزال,Ain Azel,عين أزال
19,Sétif,1918,Ain Lahdjar,عين الحجر,Ain Azel,عين أزال
19,Sétif,1929,Beidha Bordj,بيضاء برج,Ain Azel,عين أزال
19,Sétif,1934,Bir Haddada,بئر حدادة,Ain Azel,عين أزال
19,Sétif,1941,Guenzet,قنزات,Guenzet,قنزات
19,Sétif,1936,Harbil,حربيل,Guenzet,قنزات
19,Sétif,1906,Ain-Roua,عين الروى,Bougaa,بوقاعة
19,Sétif,1953,Beni Oussine,بني وسين,Bougaa,بوقاعة
19,Sétif,1937,El Ouricia,أوريسيا,Ain Arnat,عين أرنات
19,Sétif,1943,Bougaa,بوقاعة,Bougaa,بوقاعة
19,Sétif,1907,Draa-Kebila,ذراع قبيلة,Hammam Guergour,حمام قرقور
19,Sétif,1950,Hammam Guergour,حمام قرقور,Hammam Guergour,حمام قرقور
19,Sétif,1901,Setif,سطيف,Setif,سطيف
19,Sétif,1902,Ain El Kebira,عين الكبيرة,Ain El Kebira,عين الكبيرة
19,Sétif,1915,Dehamcha,الدهامشة,Ain El Kebira,عين الكبيرة
19,Sétif,1924,Ouled Addouane,أولاد عدوان,Ain El Kebira,عين الكبيرة
19,Sétif,1949,Ain-Sebt,عين السبت,Beni Aziz,بني عزيز
19,Sétif,1903,Beni-Aziz,بني عزيز,Beni Aziz,بني عزيز
19,Sétif,1912,Maaouia,معاوية,Beni Aziz,بني عزيز
19,Sétif,1925,Bellaa,بلاعة,Bir El Arch,بئر العرش
19,Sétif,1908,Bir-El-Arch,بئر العرش,Bir El Arch,بئر العرش
19,Sétif,1959,El-Ouldja,الولجة,Bir El Arch,بئر العرش
19,Sétif,1945,Tachouda,تاشودة,Bir El Arch,بئر العرش
19,Sétif,1942,Tala-Ifacene,تالة إيفاسن,Maoklane,ماوكلان
19,Sétif,1935,Serdj-El-Ghoul,سرج الغول,Babor,بابور
19,Sétif,1917,Guidjel,قجال,Guidjel,قجال
19,Sétif,1947,Ouled Sabor,أولاد صابر,Guidjel,قجال
19,Sétif,1931,Bazer-Sakra,بازر سكرة,El Eulma,العلمة
19,Sétif,1920,El Eulma,العلمة,El Eulma,العلمة
19,Sétif,1956,Guelta Zerka,قلتة زرقاء,El Eulma,العلمة
19,Sétif,1944,Beni Fouda,بني فودة,Djemila,جميلة
19,Sétif,1921,Djemila,جميلة,Djemila,جميلة
19,Sétif,1913,Ain-Legradj,عين لقراج,Beni Ourtilane,بني ورتيلان
19,Sétif,1909,Beni Chebana,بني شبانة,Beni Ourtilane,بني ورتيلان
19,Sétif,1922,Beni Ourtilane,بني ورتيلان,Beni Ourtilane,بني ورتيلان
19,Sétif,1946,Beni-Mouhli,بني موحلي,Beni Ourtilane,بني ورتيلان
19,Sétif,1914,Ain Abessa,عين عباسة,Ain Arnat,عين أرنات
19,Sétif,1926,Ain Arnat,عين أرنات,Ain Arnat,عين أرنات
19,Sétif,1916,Babor,بابور,Babor,بابور
19,Sétif,1955,Maouaklane,ماوكلان,Maoklane,ماوكلان
20,Saïda,2001,Saida,سعيدة,Saida,سعيدة
20,Saïda,2015,Tircine,تيرسين,Ouled Brahim,أولاد ابراهيم
20,Saïda,2014,Ouled Brahim,أولاد إبراهيم,Ouled Brahim,أولاد ابراهيم
20,Saïda,2016,Ain Soltane,عين السلطان,Ouled Brahim,أولاد ابراهيم
20,Saïda,2011,Maamora,المعمورة,El Hassasna,الحساسنة
20,Saïda,2010,El Hassasna,الحساسنة,El Hassasna,الحساسنة
20,Saïda,2013,Ain Sekhouna,عين السخونة,El Hassasna,الحساسنة
20,Saïda,2009,Sidi Boubekeur,سيدي بوبكر,Sidi Boubekeur,سيدي بوبكر
20,Saïda,2004,Ouled Khaled,أولاد خالد,Sidi Boubekeur,سيدي بوبكر
20,Saïda,2007,Hounet,هونت,Sidi Boubekeur,سيدي بوبكر
20,Saïda,2006,Youb,يوب,Youb,يوب
20,Saïda,2002,Doui Thabet,دوي ثابت,Youb,يوب
20,Saïda,2012,Sidi Ahmed,سيدي احمد,Ain El Hadjar,عين الحجر
20,Saïda,2005,Moulay Larbi,مولاي العربي,Ain El Hadjar,عين الحجر
20,Saïda,2003,Ain El Hadjar,عين الحجر,Ain El Hadjar,عين الحجر
20,Saïda,2008,Sidi Amar,سيدي عمر,Sidi Boubekeur,سيدي بوبكر
21,Skikda,2122,Ain Bouziane,عين بوزيان,Sidi Mezghiche,سيدي مزغيش
21,Skikda,2125,Salah Bouchaour,صالح بو الشعور,El Harrouch,الحروش
21,Skikda,2103,El Hadaiek,الحدائق,El Hadaiek,الحدائق
21,Skikda,2117,Zerdezas,زردازة,El Harrouch,الحروش
21,Skikda,2118,Ouled Habbaba,أولاد حبابة,El Harrouch,الحروش
21,Skikda,2121,Beni Oulbane,بني ولبان,Sidi Mezghiche,سيدي مزغيش
21,Skikda,2119,Sidi Mezghiche,سيدي مزغيش,Sidi Mezghiche,سيدي مزغيش
21,Skikda,2124,Beni Bechir,بني بشير,Ramdane Djamel,رمضان جمال
21,Skikda,2123,Ramdane Djamel,رمضان جمال,Ramdane Djamel,رمضان جمال
21,Skikda,2129,Bin El Ouiden,بين الويدان,Tamalous,تمالوس
21,Skikda,2120,Emjez Edchich,مجاز الدشيش,El Harrouch,الحروش
21,Skikda,2126,Tamalous,تمالوس,Tamalous,تمالوس
21,Skikda,2127,Ain Kechra,عين قشرة,Ain Kechra,عين قشرة
21,Skikda,2135,Ouldja Boulbalout,الولجة بولبلوط,Ain Kechra,عين قشرة
21,Skikda,2128,Oum Toub,أم الطوب,Oum Toub,أم الطوب
21,Skikda,2133,El Ghedir,الغدير,Azzaba,عزابة
21,Skikda,2112,Kerkara,الكركرة,Tamalous,تمالوس
21,Skikda,2116,El Arrouch,الحروش,El Harrouch,الحروش
21,Skikda,2115,Zitouna,الزيتونة,Zitouna,الزيتونة
21,Skikda,2113,Ouled Attia,أولاد عطية,Ouled Attia,أولاد عطية
21,Skikda,2114,Oued Zhour,وادي الزهور,Ouled Attia,أولاد عطية
21,Skikda,2110,Collo,القل,Collo,القل
21,Skikda,2131,Cheraia,الشرايع,Collo,القل
21,Skikda,2111,Beni Zid,بني زيد,Collo,القل
21,Skikda,2136,Khenag Maoune,خناق مايو,Ouled Attia,أولاد عطية
21,Skikda,2138,El Marsa,المرسى,Ben Azzouz,بن عزوز
21,Skikda,2108,Ben Azzouz,بن عزوز,Ben Azzouz,بن عزوز
21,Skikda,2107,Bekkouche Lakhdar,بكوش لخضر,Ben Azzouz,بن عزوز
21,Skikda,2109,Es Sebt,السبت,Azzaba,عزابة
21,Skikda,2106,Ain Charchar,عين شرشار,Azzaba,عزابة
21,Skikda,2104,Azzaba,عزابة,Azzaba,عزابة
21,Skikda,2134,Bouchetata,بوشطاطة,El Hadaiek,الحدائق
21,Skikda,2130,Filfila,فلفلة,Skikda,سكيكدة
21,Skikda,2137,Hammadi Krouma,حمادي كرومة,Skikda,سكيكدة
21,Skikda,2101,Skikda,سكيكدة,Skikda,سكيكدة
21,Skikda,2102,Ain Zouit,عين زويت,El Hadaiek,الحدائق
21,Skikda,2105,Djendel Saadi Mohamed,جندل سعدي محمد,Azzaba,عزابة
21,Skikda,2132,Kanoua,قنواع,Zitouna,الزيتونة
22,Sidi Bel Abbès,2246,Sidi Ali Benyoub,سيدي علي بن يوب,Sidi Ali Ben Youb,سيدي علي بن يوب
22,Sidi Bel Abbès,2218,Moulay Slissen,مولاي سليسن,Moulay Slissen,مولاي سليسن
22,Sidi Bel Abbès,2219,El Hacaiba,الحصيبة,Moulay Slissen,مولاي سليسن
22,Sidi Bel Abbès,2224,Ain Tindamine,عين تندمين,Moulay Slissen,مولاي سليسن
22,Sidi Bel Abbès,2217,Tenira,تنيرة,Tenira,تنيرة
22,Sidi Bel Abbès,2243,Oued Sefioun,وادي سفيون,Tenira,تنيرة
22,Sidi Bel Abbès,2252,Hassi Dahou,حاسي دحو,Tenira,تنيرة
22,Sidi Bel Abbès,2231,Oued Taourira,وادي تاوريرة,Merine,مرين
22,Sidi Bel Abbès,2251,Benachiba Chelia,بن عشيبة شلية,Tenira,تنيرة
22,Sidi Bel Abbès,2240,Sidi Yacoub,سيدي يعقوب,Sidi Lahcene,سيدي لحسن
22,Sidi Bel Abbès,2214,Sidi Lahcene,سيدي لحسن,Sidi Lahcene,سيدي لحسن
22,Sidi Bel Abbès,2227,Sidi Khaled,سيدي خالد,Sidi Lahcene,سيدي لحسن
22,Sidi Bel Abbès,2221,Tabia,طابية,Sidi Ali Ben Youb,سيدي علي بن يوب
22,Sidi Bel Abbès,2203,Sidi Brahim,سيدي ابراهيم,Ain El Berd,عين البرد
22,Sidi Bel Abbès,2212,Amarnas,العمارنة,Sidi Lahcene,سيدي لحسن
22,Sidi Bel Abbès,2207,Boukhanefis,بوخنفيس,Sidi Ali Ben Youb,سيدي علي بن يوب
22,Sidi Bel Abbès,2220,Hassi Zahana,حاسي زهانة,Ben Badis,بن باديس
22,Sidi Bel Abbès,2247,Chetouane Belaila,شيطوان البلايلة,Ben Badis,بن باديس
22,Sidi Bel Abbès,2245,Ben Badis,بن باديس,Ben Badis,بن باديس
